OrderDate,OrderID,DeliveryDate,CustomerID,Location,Zone,DeliveryType,ProductCategory,SubCategory,Product,UnitPrice,ShippingFee,OrderQuantity,SalePrice,Status,Rating,Reason,Customer_age,Delivery_days
2015-06-26,163,2015-07-10,891,Western,East,Express,Home and Office,Furniture,Ergonomic Office Chair,767.85,49.91,1,817.76,Delivered,4,,20,14
2020-02-16,164,2020-03-01,242,Volta,West,Shipped from Abroad,Health and beauty,Personal Care,Avon Soft Musk Spray,1288.65,15.05,1,1303.7,Delivered,2,,56,14
2017-06-15,165,2017-06-27,3,Volta,North,Standard Delivery,Health and beauty,Personal Care,Avon Soft Musk Spray,406.27,14.02,4,1639.1,Delivered,1,,24,12
2019-12-25,166,2020-01-02,816,Volta,East,Standard Delivery,Fashion,Accessories,Leather Wallet,1344.37,15.9,2,2704.64,Delivered,4,,21,8
2017-08-04,167,2017-08-09,248,Weija,Central,Standard Delivery,Health and beauty,Makeup,MAC Lipstick,584.16,25.14,4,2361.78,Delivered,1,,65,5
2016-10-27,168,2016-11-04,629,Oti,West,Express,Phones and Tablet,Tablets,Amazon Fire HD 8 Kids Tablet,250.09,23.02,5,1273.47,Delivered,1,,69,8
2017-07-20,169,2017-07-31,278,Upper East,South,Express,Health and beauty,Personal Care,Aichun Beauty Essential Oil,538.87,32.37,5,2726.72,Delivered,1,,64,11
2019-05-05,170,2019-05-08,104,Weija,West,Shipped from Abroad,Electronics,Smartwatches,Apple Watch Series 6,836.95,46.96,4,3394.76,Delivered,2,,43,3
2016-07-07,171,2016-07-10,893,Volta,West,Shipped from Abroad,Home and Office,Stationery,Parker Pen,678.77,20.28,1,699.05,Delivered,2,,50,3
2015-07-30,172,2015-08-14,866,Weija,South,Shipped from Abroad,Electronics,Smartwatches,Samsung Galaxy Watch 3,667.95,12.88,1,680.83,Returned,2,Arrived Late,50,15
2015-12-04,173,2015-12-16,656,Weija,West,Shipped from Abroad,Electronics,Digital Cameras,Sony Alpha a6000,481.76,35.62,3,1480.9,Delivered,3,,50,12
2019-09-24,174,2019-10-07,493,Oti,Central,Shipped from Abroad,Home and Office,Stationery,Moleskine Notebook,194.24,19.0,1,213.24,Delivered,3,,28,13
2017-05-25,175,2017-06-10,722,Volta,South,Express,Home and Office,Furniture,8 Cubes Plastic Wardrobe,945.92,23.51,1,969.43,Delivered,1,,38,16
2018-09-18,176,2018-10-03,405,Volta,South,Standard Delivery,Electronics,Digital Cameras,Nikon D3500,231.86,33.61,2,497.33,Cancelled,2,Not as expected,42,15
2015-10-14,177,2015-10-27,598,Ashanti,South,Standard Delivery,Electronics,Smartwatches,Samsung Galaxy Watch 3,1153.1,33.94,5,5799.44,Delivered,2,,66,13
2017-11-07,178,2017-11-26,455,Greater Accra,South,Standard Delivery,Fashion,Clothing,Men's Denim Jacket,957.83,49.24,2,1964.9,Returned,2,Not as expected,37,19
2017-05-26,179,2017-06-14,72,Ashanti,North,Express,Health and beauty,Makeup,MAC Lipstick,1293.47,26.83,1,1320.3,Returned,2,Arrived Late,49,19
2020-12-22,180,2021-01-10,282,Western,East,Express,Health and beauty,Makeup,Maybelline Foundation,1092.21,23.3,2,2207.72,Delivered,1,,21,19
2016-04-01,181,2016-04-14,959,Volta,Central,Shipped from Abroad,Electronics,Digital Cameras,Sony Alpha a6000,250.04,35.91,2,535.99,Delivered,3,,37,13
2016-07-22,182,2016-07-28,604,Western,North,Standard Delivery,Health and beauty,Personal Care,Avon Soft Musk Spray,541.06,25.93,1,566.99,Delivered,3,,45,6
2017-06-19,183,2017-07-01,107,Volta,South,Shipped from Abroad,Phones and Tablet,Mobile phones,Samsung Galaxy A02,28.68,7.36,1,36.04,Returned,1,Arrived Late,55,12
2017-09-24,184,2017-10-10,295,Oti,West,Standard Delivery,Electronics,Smartwatches,Samsung Galaxy Watch 3,1204.79,33.66,2,2443.24,Delivered,5,,21,16
2017-08-12,185,2017-08-27,705,Upper East,Central,Standard Delivery,Phones and Tablet,Tablets,iPad Air 4th Gen,1447.6,38.67,4,5829.07,Delivered,2,,39,15
2017-02-09,186,2017-02-26,976,Volta,North,Standard Delivery,Health and beauty,Makeup,MAC Lipstick,1158.51,25.67,5,5818.22,Delivered,4,,66,17
2020-11-23,187,2020-11-25,338,Volta,North,Standard Delivery,Electronics,Digital Cameras,Sony Alpha a6000,987.57,32.42,5,4970.27,Delivered,2,,36,2
2016-11-22,188,2016-12-08,511,Weija,West,Express,Health and beauty,Personal Care,Aichun Beauty Essential Oil,234.07,8.72,3,710.93,Delivered,5,,46,16
2015-07-03,189,2015-07-15,3,Western,North,Standard Delivery,Fashion,Accessories,Polarized Sunglasses,500.7,45.33,4,2048.13,Delivered,3,,24,12
2015-06-24,190,2015-07-03,834,Ashanti,East,Express,Home and Office,Furniture,8 Cubes Plastic Wardrobe,838.34,22.52,3,2537.54,Returned,1,Arrived Late,30,9
2020-03-01,191,2020-03-10,486,Oti,North,Shipped from Abroad,Home and Office,Stationery,Parker Pen,60.12,42.21,5,342.81,Cancelled,1,Defective,39,9
2016-08-24,192,2016-09-03,933,Volta,North,Standard Delivery,Home and Office,Furniture,8 Cubes Plastic Wardrobe,1302.03,37.96,2,2642.02,Delivered,1,,37,10
2020-02-22,193,2020-03-09,456,Oti,Central,Standard Delivery,Fashion,Shoes,Nike Air Max,1133.01,44.55,1,1177.56,Delivered,2,,55,16
2018-11-03,194,2018-11-13,29,Ashanti,North,Express,Phones and Tablet,Mobile phones,Infinix Smart HD X612,569.03,44.61,4,2320.73,Returned,1,Defective,67,10
2016-10-10,195,2016-10-22,15,Greater Accra,North,Shipped from Abroad,Health and beauty,Makeup,Maybelline Foundation,1394.89,23.94,1,1418.83,Delivered,1,,38,12
2019-09-19,196,2019-09-28,300,Upper East,North,Standard Delivery,Health and beauty,Makeup,Maybelline Foundation,812.94,26.68,5,4091.38,Delivered,3,,18,9
2020-03-04,197,2020-03-12,533,Oti,East,Express,Home and Office,Furniture,8 Cubes Plastic Wardrobe,1050.13,31.36,5,5282.01,Cancelled,2,Changed Mind,70,8
2015-12-18,198,2015-12-23,390,Greater Accra,West,Express,Phones and Tablet,Mobile phones,Infinix Smart HD X612,699.89,25.91,3,2125.58,Cancelled,1,Changed Mind,42,5
2019-08-19,199,2019-08-28,532,Oti,East,Standard Delivery,Health and beauty,Makeup,MAC Lipstick,1118.58,41.12,4,4515.44,Delivered,3,,60,9
2015-12-01,200,2015-12-18,59,Oti,East,Standard Delivery,Health and beauty,Personal Care,Avon Soft Musk Spray,912.05,18.5,5,4578.75,Delivered,2,,32,17
2018-06-07,201,2018-06-10,107,Weija,Central,Standard Delivery,Fashion,Accessories,Leather Wallet,1360.35,7.24,5,6808.99,Delivered,3,,55,3
2018-07-27,202,2018-08-11,693,Ashanti,South,Standard Delivery,Home and Office,Furniture,Ergonomic Office Chair,488.41,27.91,1,516.32,Returned,2,Changed Mind,29,15
2018-11-17,203,2018-11-28,162,Western,North,Shipped from Abroad,Home and Office,Stationery,Moleskine Notebook,967.49,6.42,4,3876.38,Delivered,4,,64,11
2017-06-01,204,2017-06-08,610,Volta,South,Standard Delivery,Phones and Tablet,Tablets,iPad Air 4th Gen,855.35,22.7,2,1733.4,Delivered,2,,32,7
2017-03-06,205,2017-03-25,826,Ashanti,West,Express,Home and Office,Stationery,Parker Pen,1477.92,36.42,3,4470.18,Delivered,5,,31,19
2020-06-18,206,2020-06-25,201,Ashanti,North,Shipped from Abroad,Phones and Tablet,Mobile phones,Infinix Smart HD X612,662.2,32.44,2,1356.84,Delivered,4,,50,7
2018-04-21,207,2018-04-26,845,Western,South,Express,Home and Office,Furniture,Ergonomic Office Chair,169.73,45.02,2,384.48,Delivered,5,,23,5
2018-12-11,208,2018-12-27,541,Volta,Central,Shipped from Abroad,Fashion,Shoes,Nike Air Max,1280.48,14.64,4,5136.56,Delivered,5,,29,16
2018-05-15,209,2018-05-19,152,Weija,South,Shipped from Abroad,Home and Office,Furniture,Ergonomic Office Chair,44.47,23.03,5,245.38,Delivered,4,,46,4
2016-08-11,210,2016-08-27,598,Upper East,South,Shipped from Abroad,Electronics,Digital Cameras,Sony Alpha a6000,16.62,40.22,5,123.32,Returned,2,Arrived Late,66,16
2017-06-22,211,2017-07-06,627,Western,West,Express,Health and beauty,Makeup,MAC Lipstick,1107.05,18.65,1,1125.7,Delivered,4,,54,14
2020-12-29,212,2021-01-01,612,Weija,South,Shipped from Abroad,Electronics,Home Theatre,Sony 5.1 Home Theatre,99.66,31.25,1,130.91,Delivered,5,,35,3
2019-01-19,213,2019-02-04,209,Oti,South,Shipped from Abroad,Phones and Tablet,Tablets,Amazon Fire HD 8 Kids Tablet,1370.06,13.57,4,5493.81,Delivered,3,,68,16
2017-06-10,214,2017-06-20,547,Upper East,South,Standard Delivery,Electronics,Smartwatches,Apple Watch Series 6,666.18,42.26,1,708.44,Cancelled,2,Changed Mind,57,10
2017-09-05,215,2017-09-23,990,Western,Central,Standard Delivery,Fashion,Shoes,Nike Air Max,268.22,21.38,3,826.04,Returned,1,Changed Mind,22,18
2017-10-07,216,2017-10-09,640,Oti,South,Shipped from Abroad,Electronics,Home Theatre,Sony 5.1 Home Theatre,46.99,18.22,3,159.19,Delivered,3,,54,2
2020-10-22,217,2020-10-24,952,Volta,North,Express,Fashion,Clothing,100% Cotton 4 Piece T-Shirts,1455.18,36.41,5,7312.31,Cancelled,2,Not as expected,22,2
2015-03-30,218,2015-04-15,554,Volta,West,Standard Delivery,Fashion,Clothing,100% Cotton 4 Piece T-Shirts,601.04,11.44,1,612.48,Delivered,5,,62,16
2016-08-27,219,2016-08-31,718,Weija,East,Shipped from Abroad,Health and beauty,Makeup,MAC Lipstick,798.6,17.57,1,816.17,Delivered,4,,20,4
2018-07-30,220,2018-08-17,10,Greater Accra,North,Standard Delivery,Health and beauty,Personal Care,Avon Soft Musk Spray,284.73,40.05,5,1463.7,Delivered,3,,66,18
2019-05-02,221,2019-05-19,850,Ashanti,Central,Shipped from Abroad,Fashion,Clothing,Men's Denim Jacket,992.34,5.13,3,2982.15,Returned,2,Changed Mind,34,17
2019-01-22,222,2019-02-10,408,Volta,Central,Standard Delivery,Health and beauty,Makeup,MAC Lipstick,158.59,10.4,1,168.99,Delivered,4,,49,19
2015-11-16,223,2015-12-03,110,Upper East,Central,Shipped from Abroad,Fashion,Accessories,Polarized Sunglasses,166.91,35.1,3,535.83,Cancelled,1,Not as expected,45,17
2018-12-27,224,2019-01-06,888,Oti,South,Express,Phones and Tablet,Tablets,Amazon Fire HD 8 Kids Tablet,210.16,34.84,2,455.16,Delivered,1,,36,10
2015-10-12,225,2015-10-16,508,Upper East,South,Express,Fashion,Clothing,100% Cotton 4 Piece T-Shirts,1369.3,12.33,5,6858.83,Delivered,2,,41,4
2020-02-08,226,2020-02-28,298,Ashanti,West,Shipped from Abroad,Home and Office,Furniture,Ergonomic Office Chair,68.82,6.34,3,212.8,Delivered,2,,69,20
2019-09-24,227,2019-10-03,151,Weija,East,Express,Phones and Tablet,Tablets,iPad Air 4th Gen,1450.91,32.42,5,7286.97,Delivered,1,,30,9
2018-04-06,228,2018-04-14,515,Weija,South,Standard Delivery,Electronics,Digital Cameras,Sony Alpha a6000,1433.3,33.46,4,5766.66,Returned,1,Changed Mind,66,8
2019-12-30,229,2020-01-14,86,Ashanti,Central,Express,Phones and Tablet,Mobile phones,Samsung Galaxy A02,1043.44,38.93,2,2125.81,Delivered,5,,18,15
2019-11-23,230,2019-11-29,332,Oti,Central,Shipped from Abroad,Electronics,Smartwatches,Samsung Galaxy Watch 3,442.05,12.17,2,896.27,Delivered,3,,36,6
2017-05-31,231,2017-06-19,406,Weija,South,Standard Delivery,Electronics,Digital Cameras,Sony Alpha a6000,1009.85,44.09,4,4083.49,Delivered,1,,69,19
2015-04-04,232,2015-04-22,944,Weija,South,Standard Delivery,Fashion,Accessories,Polarized Sunglasses,531.36,14.85,2,1077.57,Delivered,4,,53,18
2017-05-15,233,2017-06-03,224,Greater Accra,North,Express,Phones and Tablet,Tablets,iPad Air 4th Gen,940.37,42.61,1,982.98,Delivered,4,,32,19
2020-09-24,234,2020-09-30,954,Western,North,Shipped from Abroad,Home and Office,Stationery,Moleskine Notebook,319.62,43.39,4,1321.87,Delivered,4,,66,6
2018-08-03,235,2018-08-18,718,Ashanti,Central,Standard Delivery,Home and Office,Stationery,Parker Pen,166.1,49.92,4,714.32,Delivered,3,,20,15
2015-12-23,236,2015-12-31,516,Volta,South,Standard Delivery,Fashion,Accessories,Leather Wallet,571.54,25.39,4,2311.55,Delivered,4,,20,8
2016-07-12,237,2016-07-27,752,Greater Accra,North,Shipped from Abroad,Fashion,Accessories,Polarized Sunglasses,1012.19,45.92,4,4094.68,Returned,1,Changed Mind,50,15
2016-02-23,238,2016-03-10,186,Weija,West,Shipped from Abroad,Health and beauty,Makeup,MAC Lipstick,1493.05,12.73,4,5984.93,Delivered,2,,29,16
2017-01-25,239,2017-02-06,605,Western,South,Standard Delivery,Fashion,Shoes,Adidas Ultraboost,515.68,8.01,4,2070.73,Returned,2,Defective,43,12
2016-02-14,240,2016-02-21,965,Western,Central,Shipped from Abroad,Home and Office,Stationery,Parker Pen,692.7,21.65,4,2792.45,Cancelled,2,Defective,50,7
2017-01-22,241,2017-01-27,228,Greater Accra,East,Shipped from Abroad,Health and beauty,Makeup,MAC Lipstick,1244.24,10.91,3,3743.63,Delivered,4,,50,5
2018-03-09,242,2018-03-12,1000,Ashanti,Central,Shipped from Abroad,Fashion,Clothing,100% Cotton 4 Piece T-Shirts,512.0,37.7,5,2597.7,Delivered,3,,65,3
2016-01-20,243,2016-01-31,548,Greater Accra,West,Standard Delivery,Electronics,Home Theatre,Sony 5.1 Home Theatre,19.44,49.82,2,88.7,Delivered,1,,19,11
2018-11-20,244,2018-12-03,991,Weija,West,Express,Health and beauty,Personal Care,Aichun Beauty Essential Oil,1308.85,38.66,1,1347.51,Delivered,1,,61,13
2020-03-27,245,2020-03-31,137,Ashanti,West,Express,Phones and Tablet,Tablets,iPad Air 4th Gen,1290.21,10.91,4,5171.75,Returned,2,Changed Mind,42,4
2016-06-20,246,2016-06-30,490,Ashanti,South,Shipped from Abroad,Phones and Tablet,Tablets,iPad Air 4th Gen,385.5,20.07,5,1947.57,Returned,1,Changed Mind,51,10
2017-01-21,247,2017-02-01,135,Oti,North,Standard Delivery,Electronics,Home Theatre,Sony 5.1 Home Theatre,517.67,15.42,2,1050.76,Delivered,5,,41,11
2017-08-28,248,2017-09-12,913,Volta,East,Shipped from Abroad,Fashion,Shoes,Adidas Ultraboost,742.43,25.99,1,768.42,Delivered,3,,37,15
2015-06-28,249,2015-07-16,295,Greater Accra,South,Shipped from Abroad,Fashion,Accessories,Polarized Sunglasses,206.41,22.1,1,228.51,Delivered,2,,21,18
2015-07-03,250,2015-07-12,719,Western,North,Shipped from Abroad,Electronics,Digital Cameras,Sony Alpha a6000,581.36,40.96,3,1785.04,Delivered,1,,46,9
2016-12-15,251,2017-01-04,725,Oti,Central,Express,Health and beauty,Personal Care,Aichun Beauty Essential Oil,1406.44,38.72,4,5664.48,Delivered,3,,32,20
2020-06-26,252,2020-07-01,139,Oti,South,Standard Delivery,Home and Office,Furniture,Ergonomic Office Chair,289.14,23.35,1,312.49,Delivered,3,,50,5
2018-03-20,253,2018-04-02,244,Volta,East,Express,Home and Office,Furniture,8 Cubes Plastic Wardrobe,535.95,17.66,1,553.61,Delivered,4,,30,13
2017-04-11,254,2017-04-14,521,Volta,East,Express,Home and Office,Stationery,Parker Pen,904.84,40.4,5,4564.6,Delivered,3,,19,3
2018-02-18,255,2018-03-10,42,Weija,East,Express,Health and beauty,Personal Care,Avon Soft Musk Spray,466.94,21.77,2,955.65,Returned,1,Defective,55,20
2018-08-23,256,2018-08-30,716,Weija,Central,Standard Delivery,Home and Office,Stationery,Moleskine Notebook,378.21,25.93,4,1538.77,Returned,2,Changed Mind,63,7
2019-06-26,257,2019-07-05,926,Ashanti,North,Standard Delivery,Home and Office,Furniture,Ergonomic Office Chair,317.19,6.96,5,1592.91,Delivered,3,,32,9
2016-08-31,258,2016-09-04,221,Western,Central,Shipped from Abroad,Fashion,Clothing,Men's Denim Jacket,874.5,45.89,4,3543.89,Delivered,4,,63,4
2018-05-01,259,2018-05-04,111,Ashanti,North,Shipped from Abroad,Fashion,Clothing,100% Cotton 4 Piece T-Shirts,1470.81,43.2,4,5926.44,Delivered,1,,52,3
2018-08-26,260,2018-09-14,617,Upper East,West,Shipped from Abroad,Fashion,Accessories,Leather Wallet,396.63,6.97,4,1593.49,Delivered,3,,53,19
2016-04-14,261,2016-04-24,389,Greater Accra,North,Shipped from Abroad,Electronics,Digital Cameras,Canon EOS 600D 18MP CMOS DSLR,333.93,21.81,2,689.67,Returned,1,Arrived Late,26,10
2019-11-20,262,2019-11-27,797,Weija,South,Standard Delivery,Electronics,Smartwatches,Samsung Galaxy Watch 3,1128.02,11.08,4,4523.16,Delivered,1,,22,7
2018-11-01,263,2018-11-08,686,Upper East,East,Express,Fashion,Clothing,100% Cotton 4 Piece T-Shirts,1489.88,7.61,2,2987.37,Delivered,1,,30,7
2020-01-12,264,2020-01-24,757,Weija,West,Shipped from Abroad,Phones and Tablet,Tablets,iPad Air 4th Gen,946.18,7.48,5,4738.38,Delivered,4,,57,12
2018-04-06,265,2018-04-23,503,Oti,South,Standard Delivery,Home and Office,Stationery,Moleskine Notebook,71.15,30.73,5,386.48,Delivered,1,,23,17
2020-07-05,266,2020-07-22,466,Ashanti,West,Standard Delivery,Fashion,Clothing,Men's Denim Jacket,1444.03,5.81,5,7225.96,Delivered,3,,25,17
2020-12-20,267,2021-01-02,298,Upper East,North,Standard Delivery,Phones and Tablet,Mobile phones,Samsung Galaxy A02,1308.54,22.98,4,5257.14,Delivered,1,,69,13
2016-09-03,268,2016-09-19,275,Western,South,Express,Electronics,Smartwatches,Samsung Galaxy Watch 3,365.39,23.28,3,1119.45,Delivered,4,,19,16
2020-12-23,269,2020-12-29,143,Oti,West,Standard Delivery,Fashion,Accessories,Leather Wallet,1057.32,31.68,1,1089.0,Delivered,5,,34,6
2018-12-26,270,2019-01-03,998,Oti,West,Express,Home and Office,Stationery,Parker Pen,1297.59,42.85,1,1340.44,Delivered,2,,46,8
2015-10-28,271,2015-11-07,805,Greater Accra,Central,Standard Delivery,Electronics,Home Theatre,LG Soundbar,188.35,28.69,1,217.04,Delivered,1,,47,10
2018-04-21,272,2018-05-04,552,Volta,North,Express,Electronics,Smartwatches,Samsung Galaxy Watch 3,652.88,18.72,5,3283.12,Delivered,4,,56,13
2015-07-12,273,2015-07-14,822,Ashanti,Central,Shipped from Abroad,Health and beauty,Personal Care,Avon Soft Musk Spray,1465.12,20.2,3,4415.56,Cancelled,2,Arrived Late,70,2
2016-04-06,274,2016-04-13,514,Upper East,South,Shipped from Abroad,Electronics,Smartwatches,Apple Watch Series 6,562.76,23.29,3,1711.57,Returned,1,Changed Mind,36,7
2020-11-27,275,2020-12-08,508,Weija,North,Shipped from Abroad,Home and Office,Furniture,8 Cubes Plastic Wardrobe,972.31,30.45,3,2947.38,Delivered,2,,41,11
2018-07-30,276,2018-08-16,867,Ashanti,East,Express,Electronics,Smartwatches,Apple Watch Series 6,320.05,32.56,4,1312.76,Delivered,1,,38,17
2015-01-31,277,2015-02-04,958,Upper East,West,Shipped from Abroad,Home and Office,Furniture,Ergonomic Office Chair,595.88,16.84,2,1208.6,Returned,2,Defective,45,4
2015-11-25,278,2015-12-02,258,Weija,West,Standard Delivery,Home and Office,Stationery,Parker Pen,677.29,33.05,2,1387.63,Delivered,4,,42,7
2016-05-02,279,2016-05-07,537,Volta,North,Standard Delivery,Phones and Tablet,Mobile phones,Infinix Smart HD X612,615.75,30.61,4,2493.61,Delivered,4,,40,5
2019-06-18,280,2019-07-03,183,Western,East,Express,Home and Office,Furniture,Ergonomic Office Chair,914.94,33.05,1,947.99,Delivered,2,,27,15
2019-01-25,281,2019-02-13,4,Greater Accra,East,Express,Home and Office,Stationery,Moleskine Notebook,147.72,40.03,1,187.75,Delivered,3,,43,19
2017-07-20,282,2017-08-09,681,Volta,Central,Shipped from Abroad,Home and Office,Furniture,Ergonomic Office Chair,224.5,49.05,2,498.05,Delivered,3,,42,20
2015-03-13,283,2015-03-20,69,Western,Central,Express,Home and Office,Furniture,8 Cubes Plastic Wardrobe,304.85,30.18,5,1554.43,Cancelled,2,Defective,70,7
2018-05-15,284,2018-05-18,537,Weija,East,Express,Fashion,Shoes,Adidas Ultraboost,1000.57,26.29,3,3028.0,Delivered,2,,40,3
2017-10-29,285,2017-11-03,769,Western,West,Standard Delivery,Phones and Tablet,Tablets,iPad Air 4th Gen,1122.72,9.13,5,5622.73,Cancelled,1,Changed Mind,41,5
2020-11-05,286,2020-11-14,841,Western,South,Standard Delivery,Health and beauty,Makeup,MAC Lipstick,1391.18,24.69,5,6980.59,Returned,1,Not as expected,61,9
2016-09-18,287,2016-09-26,827,Ashanti,South,Shipped from Abroad,Health and beauty,Personal Care,Aichun Beauty Essential Oil,293.0,39.63,5,1504.63,Delivered,5,,41,8
2016-10-08,288,2016-10-10,625,Oti,South,Shipped from Abroad,Health and beauty,Personal Care,Avon Soft Musk Spray,1085.8,32.81,1,1118.61,Delivered,1,,28,2
2015-05-13,289,2015-05-22,310,Volta,East,Shipped from Abroad,Home and Office,Stationery,Moleskine Notebook,1151.94,39.85,4,4647.61,Delivered,3,,45,9
2016-07-06,290,2016-07-16,731,Oti,East,Express,Phones and Tablet,Mobile phones,iPhone 12,965.78,5.4,4,3868.52,Returned,2,Arrived Late,50,10
2018-04-23,291,2018-05-05,186,Western,East,Standard Delivery,Home and Office,Furniture,Ergonomic Office Chair,913.35,5.95,2,1832.65,Delivered,1,,29,12
2015-08-23,292,2015-09-06,802,Oti,East,Standard Delivery,Health and beauty,Makeup,MAC Lipstick,909.37,42.84,1,952.21,Delivered,4,,60,14
2019-02-24,293,2019-03-08,596,Weija,Central,Shipped from Abroad,Electronics,Digital Cameras,Canon EOS 600D 18MP CMOS DSLR,1029.37,49.62,4,4167.1,Delivered,2,,62,12
2018-03-17,294,2018-03-24,312,Western,East,Standard Delivery,Electronics,Digital Cameras,Sony Alpha a6000,1016.48,44.24,3,3093.68,Delivered,2,,54,7
2016-07-22,295,2016-08-08,473,Ashanti,West,Shipped from Abroad,Phones and Tablet,Mobile phones,iPhone 12,938.05,40.36,1,978.41,Delivered,3,,42,17
2020-09-04,296,2020-09-20,944,Greater Accra,East,Express,Phones and Tablet,Mobile phones,iPhone 12,1287.02,8.27,5,6443.37,Delivered,1,,53,16
2017-02-27,297,2017-03-01,674,Upper East,South,Express,Health and beauty,Personal Care,Avon Soft Musk Spray,506.17,39.05,4,2063.73,Delivered,4,,58,2
2017-09-11,298,2017-09-25,677,Oti,West,Standard Delivery,Phones and Tablet,Tablets,iPad Air 4th Gen,1060.04,31.81,3,3211.93,Returned,1,Arrived Late,45,14
2018-05-26,299,2018-06-02,350,Volta,West,Shipped from Abroad,Electronics,Smartwatches,Samsung Galaxy Watch 3,261.96,14.02,3,799.9,Delivered,2,,59,7
2016-08-09,300,2016-08-11,749,Oti,East,Standard Delivery,Fashion,Clothing,100% Cotton 4 Piece T-Shirts,794.79,40.2,4,3219.36,Returned,2,Not as expected,39,2
2015-07-23,301,2015-08-07,421,Ashanti,West,Express,Fashion,Clothing,Men's Denim Jacket,747.46,6.62,3,2249.0,Returned,1,Arrived Late,19,15
2015-02-10,302,2015-02-27,869,Greater Accra,South,Standard Delivery,Health and beauty,Personal Care,Avon Soft Musk Spray,637.4,47.64,3,1959.84,Delivered,1,,57,17
